"country","session_rank","avg_session_duration"
ME,27,288.06666666666666
UA,340,547.0
VC,17,229.375
US,223,536.4947183098592
UG,11,4197.575581395349
PK,121,282.6666666666667
ZA,41,6582.386524822695
SI,316,55.0
TW,367,55.0
US,1554,55.0
RO,152,396.5
SD,45,17.428571428571427
TZ,126,81.0
SO,99,7.5
UZ,133,459.0416666666667
TN,170,413.5
YE,51,8294.532544378699
CW,22,631.875
FR,62,1254.8929889298893
GY,139,163.5
AL,109,370.5
ML,65,7285.8942307692305
CH,140,274.0
NC,21,394.5
GF,17,358.82142857142856
FM,164,6971.0
JM,136,0.0
AU,424,30.0
MX,149,691.9139784946236
GM,95,1.0
KR,233,282.8695652173913
MG,15,41.67272727272727
ID,387,1.0
GR,197,132.5
AG,35,2705.5
TV,6,112.33333333333333
ZM,81,11.142857142857142
PG,1,5229.499227202473
RW,52,314.0
PL,79,942.6274509803922
SC,27,157.125
US,581,160.0
PS,213,1.0
LT,22,699.2173913043479
BO,65,186.70833333333334
IQ,62,163.0
NO,109,121.5
CA,588,20.0
DE,61,1767.1283018867925
AM,260,1170.5
IN,164,1658.4686468646864
MK,119,2.0
JP,668,300.0
HN,95,441.5
NI,306,605.0
GA,39,18088.363636363636
AT,193,333.5
CO,186,228.0
BD,15,2588.4352441613587
VI,85,33.5
US,1515,45.0
TR,46,2984.481012658228
SL,125,1.4285714285714286
UY,155,359.0
RU,323,257.6
PH,103,2036.6011560693642
RS,28,1183.625
TT,369,90.0
SG,51,548.8783783783783
GN,65,5329.641975308642
KN,109,2.0
JP,1330,60.0
CR,343,0.0
MD,17,2802.875
KR,784,65.0
DJ,91,1.0
KZ,185,342.5
AO,115,165.5
BR,428,473.0
KE,35,6543.45652173913
AU,593,49.0
ES,357,309.5
GE,15,2838.863787375415
VE,45,402.1034482758621
SK,75,923.8181818181819
US,444,276.2
VN,99,413.16
UA,55,449.0689655172414
TJ,130,82.8
MH,105,2.0
GB,57,1017.0608272506083
FI,140,515.0
AW,223,1338.0
IT,383,438.0
CA,437,510.5
CL,164,373.64285714285717
BG,17,512.9427312775331
NG,61,3607.563157894737
NL,115,595.875
IR,32,157.5
JP,357,658.2727272727273
BS,197,101.0
KR,394,336.8
ID,224,1148.875
NZ,179,868.5
DO,121,252.27777777777777
AU,203,657.3
NE,41,1729.3305084745762
BE,5,2916.0554951033732
CN,176,920.3333333333334
LU,28,358.55555555555554
BN,75,716.5
GT,249,33.0
MA,51,1360.14
CZ,100,558.0
FR,349,0.0
WS,22,8.0
SB,17,4074.125
PR,223,657.75
ZA,330,986.0
TW,12,1108.2796543597801
SI,95,1441.75
US,1905,30.0
RO,507,110.0
TH,150,146.22222222222223
PF,11,146.13636363636363
NI,81,961.1470588235294
LR,42,97.85714285714286
MY,159,1923.8
CO,473,1012.0
GL,85,1.0
JP,1023,57.5
MF,5,1021.0
AF,41,1172.4352331606217
CV,28,126.25
AM,103,492.5
DE,350,296.5
MM,75,2781.7179487179487
IN,455,109.0
CI,134,11.5
BB,51,379.0
AR,253,744.4444444444445
GG,27,89320.0
KG,55,631.0
LY,100,3362.7391304347825
US,806,69.5
SN,105,63.166666666666664
RE,220,0.0
PA,61,470.7692307692308
QA,198,400.0
SE,39,571.8095238095239
ZM,13,7160.75816993464
PG,93,8.5
PL,19,1860.9664310954063
RW,104,1.0
PS,137,343.6666666666667
US,537,522.9629629629629
SC,71,12.333333333333334
NO,49,505.73333333333335
CA,528,1088.0
BO,29,4758.871369294606
LT,74,655.2857142857143
NP,171,64.1
IN,248,193.775
DE,97,639.8055555555555
AM,344,0.0
HN,3,3221.3064123376626
IE,182,341.0
JP,704,96.33333333333333
MK,43,511.53846153846155
BD,83,290.94736842105266
CO,230,265.0
AT,157,345.25
NI,366,24.0
PK,37,4530.961538461538
TZ,34,10756.507936507936
RO,196,243.0
SD,113,23.6
US,1614,55.0
TW,307,62.5
SI,352,80.0
ZA,117,12079.0
SO,63,2.0
UZ,217,17.25
YE,111,5846.56
TN,246,14.0
ML,29,3334.0169050715213
FR,98,818.6728971962617
AL,49,281.8333333333333
GY,215,2.0
JM,212,0.0
GF,77,252.5
FM,248,87.0
NC,73,260.3333333333333
CH,208,87.0
GM,3,441.2368421052632
CN,399,190.0
BE,314,0.0
MX,201,543.2
NE,278,1.0
KM,47,1.0
AU,500,65.0
BH,43,295.6666666666667
GR,153,333.6
AG,127,1126.0
KR,181,616.081081081081
MG,83,14.866666666666667
JP,90,905.1231263383297
MN,9,83.2
DK,13,418.8
HK,33,832.7931034482758
JO,192,114.66666666666667
BA,113,0.5
MQ,147,432.0
NA,93,799.5
NG,258,54.0
AZ,241,55.5
CL,411,454.0
IT,64,902.4233128834355
CA,138,537.3793103448276
BJ,63,20426.45
GB,262,512.375
ET,108,2.0
ME,71,345.6666666666667
AE,107,2467.1666666666665
IN,610,695.0
UA,264,1474.5
XX,26,1804.0
US,131,747.7825285661629
UG,87,4.0
ES,90,2826.9761904761904
BM,9,868.0
GH,33,2691.991452991453
KH,13,377.5
BR,147,701.7964071856287
CY,38,967.1666666666666
KR,559,645.6666666666666
KW,151,633.0
CR,104,209.55555555555554
LB,138,188.4
JP,1037,47.0
EG,142,0.0
BY,221,651.0
BF,71,208.88
SG,268,97.5
TT,78,585.5
PE,73,777.9659863945578
PH,344,55.0
RU,124,1138.1150442477876
TR,273,0.0
SA,83,271.9111111111111
US,1236,110.0
YT,153,1.0
RO,606,6.0
GL,9,318.42857142857144
CO,389,333.0
BD,304,1.0
MY,195,126.0
LR,118,121992.0
NI,13,2131.040660736976
AF,117,330.7692307692308
JP,931,169.66666666666666
MM,23,4071.320618556701
IN,411,3.0
AM,59,309.5
DE,258,407.6
CV,64,7.75
EC,166,99.33333333333333
LY,56,7112.725490196079
KG,107,497.0
AR,161,550.3235294117648
GG,71,760.0
CI,218,65.0
BB,111,554.5
SN,53,34.16
RE,128,756.6666666666666
US,890,103.125
PA,97,148.33333333333334
PG,318,0.0
QA,154,330.0
SE,123,891.0
DO,37,5018.505703422054
KR,470,285.0
ID,188,170.8139534883721
LA,148,386.0
BE,89,802.8181818181819
CN,236,302.0
NE,117,18090.428571428572
AU,151,841.1071428571429
MU,187,185.0
BN,23,843.5384615384615
LU,64,420.6666666666667
CZ,56,874.4516129032259
FR,257,194.0
MA,111,347.8888888888889
GT,165,47.0
YE,268,0.0
PR,131,869.7
RO,423,55.0
US,1837,65.0
SI,3,527.1979166666666
TW,80,698.4
ZA,278,1.0
PF,87,278.4
TH,202,646.0
SV,153,674.5
VE,113,57.0
US,480,326.05882352941177
VN,63,3748.390804597701
SK,23,1723.7095435684648
UA,107,589.2424242424242
TJ,222,11.0
MH,53,3.5
NG,97,7193.669811320755
BG,77,741.1875
CL,248,221.5
IT,291,405.25
GB,101,883.16
FI,208,350.0
AW,131,420.0
CA,489,292.5
BL,3,165.0
NL,47,705.85
GI,43,60.0
KI,7,1925.5
BS,153,186.0
JP,313,663.3939393939394
SL,33,6901.445544554455
TR,114,330.44444444444446
UY,199,373.0
VI,9,623.375
US,1463,95.0
RU,287,410.1111111111111
RS,64,447.6875
PE,298,0.0
PH,59,3107.5017857142857
SG,111,469.52941176470586
TT,301,139.0
KN,49,0.0
GN,29,6955.888283378747
MD,77,1261.0
CR,267,637.0
JP,1390,75.0
AO,47,11875.333333333334
BR,496,90.0
MO,3,112.0
KZ,229,0.0
KR,844,40.0
DJ,7,1436.512987012987
ES,313,380.85714285714283
GE,83,351.05555555555554
AU,525,120.0
KE,127,0.0
GH,322,2399.3333333333335
HU,177,425.0
SK,285,79.0
VC,36,7.0
US,234,498.5212121212121
UG,62,8.357142857142858
BA,24,7412.190476190476
NA,52,889.5555555555555
JO,169,677.5
DK,100,1026.5
HK,72,1003.2777777777778
JP,51,1152.486372180451
IN,523,613.0
ME,46,703.125
AE,2,2364.4501541623845
IT,41,1846.9458646616542
ET,5,2275.2192307692308
CA,227,492.26666666666665
BJ,86,28.923076923076923
GB,367,749.0
NG,363,27.0
AZ,152,1441.125
PH,305,905.25
PE,32,1655.7290322580645
TT,39,698.2777777777778
SG,357,60.0
SA,58,487.0
US,1213,39.0
RO,567,306.0
RU,21,2220.48816872428
KR,582,100.0
BR,250,561.6153846153846
CY,79,727.5
IL,133,648.8333333333334
GH,72,124.07142857142857
LV,55,2588.0
ES,51,1518.6995073891626
IS,31,490.0
NF,2,257.0
BF,46,9933.840707964602
CM,155,362.0
JP,1124,78.0
CR,1,2325.035467128028
BY,180,243.0
EG,231,459.0
IN,145,2078.473903966597
NP,194,1.6666666666666667
DE,8,2352.139649753031
AM,305,76.0
LT,35,2327.0666666666666
IQ,11,3366.858108108108
NO,88,341.6
CA,633,2393.0
BO,116,139.8
GA,18,8302.125
AT,244,45.0
NI,263,593.0
BD,58,2725.3333333333335
CO,143,423.46666666666664
JP,681,83.33333333333333
MK,66,542.5
HN,106,282.6
PG,52,4.814814814814815
ZM,100,45.333333333333336
US,624,130.26315789473685
SC,46,39.2
PS,224,4605.0
RW,1,7741.0352112676055
PL,122,474.93333333333334
NC,32,336.8888888888889
CH,185,290.0
JM,189,45.0
GF,36,433.8888888888889
FM,145,676.0
CW,35,489.5
ML,116,208.625
FR,11,1324.368465194297
AL,88,782.3333333333334
GR,240,438.5
AG,22,366.875
KR,220,684.84
MG,58,12.636363636363637
AU,413,70.0
BH,66,9119.0
GM,106,1.0
MX,160,461.8157894736842
TW,346,655.0
SI,265,55.0
ZA,28,5009.978346456693
SD,24,8252.87610619469
RO,173,263.8333333333333
TZ,75,20.466666666666665
US,1575,150.0
PK,76,189.92592592592592
YE,6,5916.140823970038
TN,159,2269.4
SO,86,1.9
UZ,176,33.65217391304348
IT,330,480.25
GB,12,2217.7679513184585
CA,384,295.5
FI,185,240.0
NG,8,8275.704107031735
CL,145,954.9473684210526
BG,36,696.875
MH,92,15.5
JP,336,892.9130434782609
NL,70,457.75757575757575
IR,21,620.0
VE,24,5264.058139534884
UA,2,1692.0825453252755
TJ,183,163.8
SK,126,1138.0
US,393,321.7435897435897
VN,86,411.79487179487177
JP,1287,45.0
MD,36,443.5882352941176
AD,8,347.625
CR,354,581.0
KN,88,473.0
GN,116,4.448275862068965
GH,299,541.0
ES,336,356.0
GE,58,260.075
KE,22,1430.8470588235293
AU,612,85.0
KR,805,100.0
AO,70,315.6666666666667
BR,409,509.3333333333333
KZ,140,785.4375
RU,374,1327.5
VI,96,202.5
US,1502,45.0
TR,27,2194.209197475203
SL,72,2280.5882352941176
UY,174,278.5
TT,324,214.0
SG,6,1443.6707746478874
PH,82,1250.359375
RS,41,386.87179487179486
PE,323,295.0
PA,8,2916.5800395256915
PL,281,836.0
US,787,83.6
SN,92,60.0
RE,233,3.0
SE,18,3497.9491525423728
QA,243,84.0
JP,970,90.66666666666667
AF,28,4211.197718631179
NI,100,248.6
CO,492,0.0
GL,96,0.3333333333333333
BD,345,415.0
LR,31,49.666666666666664
MY,170,384.0
BB,6,448.29824561403507
CI,179,3.4
KG,2,2553.9435364041606
LY,81,410.0810810810811
AR,200,1075.3684210526317
GG,46,1082.0
CV,41,78.16666666666667
MM,126,104.82608695652173
IN,498,19.0
AM,82,113.58333333333333
DE,363,288.5
SB,36,20449.625
VG,12,717.0
PR,234,89.66666666666667
WS,35,26.0
TH,163,453.6
PF,62,54.5
TW,57,838.1144578313254
SI,106,138.0
RO,462,70.0
US,1860,60.0
AU,254,124.5
BE,48,4480.860465116279
CN,133,295.54545454545456
NE,28,3022.294117647059
DO,76,1365.4358974358975
KR,447,185.0
ID,213,171.0952380952381
NZ,134,686.6
MA,6,2454.9064516129033
GT,204,3.0
CZ,81,546.125
FR,360,145.0
LU,41,498.5
BN,126,243.0
GF,120,44.5
FM,205,1522.0
JM,225,516.0
CH,229,20.0
AL,4,2607.52
FR,87,669.2642857142857
ML,40,1854.9086859688196
KR,128,615.9512195121952
MG,102,762.0
GR,172,1081.5
AG,74,24428.0
MX,252,365.4
NE,291,3.5
KM,26,3.0
BE,271,74.33333333333333
GM,54,3.0
AU,449,40.0
BH,30,1535.2
US,1659,45.0
TZ,23,12437.39175257732
SD,68,5076.5
RO,241,41.0
ZA,64,2582.7342657342656
TW,262,768.0
PT,138,335.5
SI,341,0.0
PK,16,138.82553191489362
TN,195,245.0
YE,90,82.12068965517241
SO,10,968.4713114754098
UZ,236,1.1666666666666667
DE,84,1286.4228187919464
AM,365,241.0
IN,205,1550.8416666666667
NP,158,210.4
BO,40,1348.3951612903227
NO,4,836.9285714285714
CA,549,1165.0
BD,102,254.94594594594594
CO,211,351.0
NI,347,0.0
AT,168,2008.857142857143
GA,78,1.0
HN,54,304.1875
IE,131,1036.75
MK,30,363.0
JP,757,321.6666666666667
PG,104,8.666666666666666
ZM,56,4780.277777777777
PS,188,3701.0
SC,114,24.0
US,556,1887.4166666666667
PL,38,879.3762886597938
RW,93,2.0
PE,124,1217.0882352941176
PH,365,60.0
SG,313,59.0
TT,123,126.16666666666667
RO,619,1.3333333333333333
SA,102,129.28571428571428
US,1249,40.0
RU,73,848.423929098966
BR,166,593.9351851851852
CY,19,2957.225
KR,538,101.66666666666667
ES,111,624.1587301587301
GE,261,1286.0
KH,56,7.0
GH,20,7279.645038167939
BF,114,6807.923076923077
CR,93,676.875
EG,187,134.0
BY,232,2161.0
LB,191,343.5
JP,1080,52.5
US,182,713.0397877984085
XX,47,475.0
TG,153,3.0
UA,317,0.0
TJ,392,5.0
UG,98,87.33333333333333
ZW,128,120.0
MQ,166,1328.0
HT,142,16.0
NA,104,22.0
BA,68,19.5
JP,111,783.2767710049424
HK,20,806.5052631578948
DK,56,286.25
AE,94,957.4324324324324
ME,114,377.5
IN,599,455.0
AZ,196,39.5
CL,430,425.0
NG,311,12.0
BJ,10,8798.672316384182
CA,191,2218.7083333333335
ET,89,15.5
GB,307,158.0
IT,117,516.9431818181819
PR,182,177.5
PF,98,254.25
SV,172,35.0
TH,255,471.0
US,1816,71.0
RO,402,233.0
ZA,291,272.0
TW,101,800.1833333333333
SI,54,745.6
NE,64,38.75
BE,108,474.75
CN,217,927.0
MU,142,310.0
AU,162,779.3636363636364
KR,483,35.0
ID,137,2024.4310344827586
NZ,218,515.0
DO,16,3548.2679965307893
LA,161,2063.0
CZ,13,3981.4591836734694
FR,308,573.5
GT,144,64.83333333333333
MA,90,389.1111111111111
BN,34,272.3333333333333
LU,117,381.0
PA,84,238.5
RE,181,288.5
US,847,253.44444444444446
SE,78,1307.2
PG,267,63.5
QA,175,0.0
AF,64,251.80519480519482
JP,918,285.6666666666667
LR,67,1069.0
MY,246,35.0
CO,432,90.0
BD,261,1.0
NI,56,5276.3538461538465
AR,148,422.5
LY,13,2005.4884568651275
KG,94,577.75
BB,90,245.0
AM,14,7948.12582781457
DE,311,1037.0
MM,34,2462.6815533980584
IN,430,95.0
CV,117,33.0
EC,147,51.0
CR,318,6703.0
MD,120,740.0
JP,1371,80.0
GN,40,256.8881118881119
KN,4,69383.76470588235
KE,74,97.54545454545455
AU,568,198.0
ES,268,346.6666666666667
GE,102,398.27272727272725
HU,132,289.44444444444446
GH,375,0.0
KZ,208,59.0
AO,26,797.0
BR,453,65.0
KR,889,60.0
DJ,50,3.7222222222222223
RU,298,494.375
SL,20,3782.371287128713
TR,71,1914.1157024793388
VI,60,311.5
SA,261,3.0
US,1410,43.0
SG,90,739.8148148148148
TT,280,74.0
RS,117,399.2
PE,287,245.0
PH,14,2661.7358525009126
CL,205,479.3333333333333
BG,120,525.7142857142857
NG,84,2077.0197368421054
GB,80,850.625
FI,229,250.0
CA,476,405.0
IT,278,535.6
DM,4,179.0
JP,268,789.5818181818182
BS,172,2.0
NL,26,6972.728971962617
KI,50,81.66666666666667
GI,30,382.5
VE,68,4062.5
UA,94,381.3541666666667
TJ,235,19.5
VN,10,2045.7809803921568
US,469,433.35135135135135
SK,34,1084.796992481203
RE,81,595.4545454545455
US,939,98.28571428571429
QA,75,221.7
SE,170,601.0
MY,18,1690.277539341917
CO,340,621.0
NI,220,1640.0
AF,164,2.0
JP,882,256.3333333333333
EH,57,315.0
AM,234,891.0
IN,330,601.375
MM,198,2.5
EC,119,1000.8
CV,145,49.0
AR,112,1126.3139534883721
KG,186,97.0
GB,558,382.0
CI,11,4818.903664921466
PR,82,564.9459459459459
SG,548,310.0
PY,28,1113.392857142857
RO,374,145.0
TW,129,883.1034482758621
SI,210,1.0
PF,134,2.0
TH,27,907.2219959266803
SV,72,706.5882352941177
KR,263,561.4615384615385
ID,109,1377.4449541284403
NZ,62,608.2
BZ,18,127.94444444444444
GR,299,1581.0
DO,244,0.5
LA,69,306.6666666666667
MX,379,0.75
NE,164,145.0
CN,61,8450.017857142857
BE,136,328.57142857142856
MU,106,301.0
AU,70,2323.8333333333335
CZ,233,1091.0
GT,116,143.0909090909091
CL,41,680.1162079510704
AZ,323,7.0
BG,156,631.0
NG,176,3591.0
HR,86,442.0
GB,180,564.1428571428571
FI,1,1353.419547079857
CA,312,313.42857142857144
IT,498,98.0
CG,103,14.0
JP,488,635.3333333333334
BS,72,498.0
US,305,610.8152173913044
SK,198,86.25
TJ,15,2054.262578616352
UA,186,5185.1
GN,204,2.0
EG,316,135.0
CR,474,1353.0
JP,1471,66.0
KZ,52,1297.387878787879
BR,289,463.625
KR,925,50.0
MP,72,320.0
GE,130,185.83333333333334
HU,96,371.1304347826087
GH,403,20.0
UY,22,936.6666666666666
TR,163,339.46666666666664
SL,240,2.0
VI,216,142.5
US,1382,25.0
TM,57,2.6666666666666665
RU,462,55.0
RS,145,374.75
SX,36,704.0
PH,234,484.15384615384613
SG,190,284.0
TT,508,50.0
AR,275,103.83333333333333
DZ,42,271.2857142857143
CD,121,2.0
DE,176,730.4117647058823
IN,41,3598.704221028396
NP,122,64.33333333333333
LK,1,3926.2252427184467
IE,103,199.75
EE,75,1033.0
JP,529,90.0
CO,55,683.8575851393189
BD,130,4312.571428571428
MT,96,1495.0
FJ,31,1702.0434782608695
AT,76,793.9473684210526
PG,140,0.8
PL,194,861.4285714285714
PS,88,158.55555555555554
SC,150,2.5
US,712,90.7
GY,6,5353.805687203791
FR,179,560.4444444444445
JP,1606,75.0
ML,204,4.0
KY,42,301.0
CR,547,1584.0
FM,41,4692.0
JM,5,3635.3242424242426
CH,1,916.2352048558422
MX,24,1969.4984662576687
CN,350,1667.0
AU,293,49.5
KR,100,700.9191176470588
MG,130,580.0
ID,270,164.8
GR,72,362.125
BW,96,587.0
PK,244,1.0
US,1695,54.0
RO,21,1796.5111111111112
SD,160,79.0
ZA,164,239.46666666666667
PT,110,548.5
UZ,8,3027.69616639478
PR,305,369.0
TT,517,75.0
TN,39,529.3571428571429
YE,190,375.5
TG,125,78.25
TJ,364,1.0
US,82,931.2884429065743
TL,51,3.5
SR,96,7.0
ZW,100,73.75
JP,139,796.6702412868633
HK,240,135.0
JO,17,4088.9511494252874
MQ,66,154.25
FO,61,115.0
HT,106,436.0
NA,140,1.0
AZ,32,1460.4812030075188
CL,330,338.0
MZ,12,5296.279279279279
CA,91,832.8615384615384
GB,471,222.0
IT,145,602.1176470588235
AE,186,0.0
ME,150,106.0
SG,477,4.0
TT,159,214.0
PE,152,233.0
PH,393,210.0
TK,5,1.5
XK,41,34.8
RU,173,1436.987012987013
YT,72,1.0
US,1029,42.25
SA,130,290.3636363636364
ES,139,719.6060606060606
IL,61,3080.125
BR,66,1985.5786163522012
KW,70,684.2307692307693
KR,766,45.0
BY,12,1522.9330855018588
EG,95,153.83333333333334
CR,185,2525.5
LB,91,546.4545454545455
JP,1244,80.0
CM,35,8647.028571428571
BF,150,279.4
OM,15,5040.564814814815
JE,9,27.333333333333332
GN,144,2.4545454545454546
JP,1507,51.0
BT,34,60916.6
GQ,10,129.25
CR,390,0.0
KR,961,120.0
BR,381,195.2
AO,162,61.0
KZ,104,491.5
GH,463,5.0
HU,60,543.2881355932203
GE,222,86.5
ES,436,801.0
AU,640,25.0
MP,20,60.0
VI,132,317.0
US,1338,40.0
SL,172,3.0
UY,74,840.8
TR,255,369.0
RU,402,192.5
TM,101,149.0
PH,182,3424.0434782608695
RS,205,912.5
TT,416,54.0
SG,226,340.0
LC,13,5889.076923076923
MW,34,1052.357142857143
IT,430,315.0
CA,356,341.4
FI,93,1000.25
GB,232,551.8333333333334
AW,14,265.1111111111111
HR,10,1066.7142857142858
NG,236,6.0
CL,117,618.90625
AZ,287,12.0
BG,192,1142.0
CG,59,52.125
NL,162,138.25
BS,20,427.6
JP,436,727.2
SK,154,44.0
US,365,440.0744680851064
VN,178,3.0
TJ,83,1182.1818181818182
UA,230,1283.3333333333333
TC,9,345.2307692307692
TN,280,34.0
PR,14,520.224025974026
TW,221,888.1111111111111
SI,142,50.0
PY,64,312.1764705882353
RO,298,59.0
US,1952,55.0
SV,20,1435.8267716535433
TH,71,411.7375
LA,25,2031.3559322033898
DO,168,1.75
BZ,78,410.0
KR,347,269.5
ID,49,2177.047833935018
AU,26,1555.5975820379965
NZ,98,458.0
MU,54,8479.0
CN,97,650.9642857142857
BE,212,64.0
MX,295,49.6
BN,154,125.0
GT,40,469.9918699186992
CZ,181,1019.0
US,1015,118.75
RE,13,518.08658008658
QA,23,9169.682926829268
SE,246,0.0
NI,128,825.1666666666666
CO,264,211.0
MY,78,464.2391304347826
JP,814,192.33333333333334
EC,43,4589.302752293578
IN,278,181.6086956521739
MM,154,647.3076923076923
AM,182,346.0
DE,399,233.0
CI,87,5818.434782608696
AR,44,2215.283261802575
TT,195,542.3333333333334
SG,385,60.0
PH,469,84.0
PE,196,2043.5555555555557
RU,241,626.5
US,1113,42.5
SA,222,17028.0
YT,20,77.33333333333333
GH,172,0.0
ES,215,1171.6153846153845
CF,49,180.0
KR,674,167.5
GW,54,0.0
KW,26,1868.3684210526317
BR,30,2242.738216098622
CY,171,175.0
IL,97,439.54545454545456
KZ,267,79.66666666666667
LB,7,2966.1906077348067
JP,1152,59.0
EG,3,1782.8079800498754
BY,80,465.72727272727275
CR,229,335.0
MV,40,25.0
OM,83,211.0
CM,127,33.25
BF,202,5.0
TJ,304,3.0
TG,33,3043.8695652173915
US,14,1179.0347645068957
ZW,56,272.57142857142856
SR,60,38.57142857142857
DK,128,95.0
HK,172,1106.0
JP,215,747.3243243243244
HT,54,3438.21875
JO,77,512.6153846153846
MQ,30,16123.666666666666
IT,205,664.6666666666666
CA,7,1386.3544157346703
GB,395,282.0
MZ,80,422.8
AZ,124,447.9166666666667
CL,278,26.0
NU,4,3.0
ME,202,0.0
GT,331,2.0
ML,144,177.125
FR,239,419.6666666666667
JP,1562,80.0
GY,90,137.0
CH,93,429.3333333333333
JM,89,465.0
MS,10,2.0
AS,38,562.0
FM,117,1265.111111111111
AU,377,25.0
CN,258,1373.0
MX,68,1363.203069657615
GH,566,0.5
BW,60,5.0
GR,20,3006.5351681957186
KR,56,1079.1051051051052
ID,338,3.0
PK,168,402.0
TH,292,390.0
PT,50,538.9285714285714
TW,446,250.0
ZA,248,1.0
RO,73,570.1509433962265
US,1731,55.0
TT,601,94.0
UZ,84,740.4444444444445
YE,226,75.5
TN,123,292.14285714285717
CD,37,146.25
BO,144,98.5
AR,335,386.0
LK,93,215.0
DZ,118,0.5
GU,34,738.1666666666666
IN,117,1716.5739644970415
NP,38,1190.5595238095239
DE,236,542.375
JP,589,80.33333333333333
EE,23,541.375
IE,59,937.5454545454545
HN,142,2154.0
AT,16,480.3068181818182
FJ,67,189.5
MT,60,64.5
CO,107,3050.6382978723404
BD,222,1.5
WF,25,1.5
ZM,128,0.0
PG,208,2.6666666666666665
PL,158,445.3333333333333
US,660,256.2
PS,4,1846.8662768031188
TW,277,1198.0
PT,153,0.0
SI,326,111.0
ZA,83,556.1176470588235
TZ,4,7813.317647058823
SD,87,26.7
RO,226,35.0
US,1640,44.0
PK,3,2599.383259911894
YE,73,3003.595238095238
TN,208,721.0
SO,25,4204.719512195122
UZ,255,246.5
JM,242,2.0
GF,107,125.0
FM,222,258.0
ML,59,178.53299492385787
FR,68,783.4723404255319
AL,23,224.3125
GR,191,265.5
AG,89,1189.5
KR,147,546.2575757575758
MG,117,209.5
AU,466,80.0
BH,13,1774.1923076923076
GM,37,9.125
BE,284,101.0
MX,239,489.15384615384613
KM,9,5.0
PG,123,12.0
ZM,43,2005.7941176470588
US,575,297.60869565217394
SC,97,489.6666666666667
RW,78,0.0
PL,53,452.39
NP,141,48.57142857142857
IN,222,1176.73417721519
DE,71,4084.3137254901962
NO,23,558.8157894736842
IQ,68,30.636363636363637
CA,566,936.0
BO,59,2047.1052631578948
AT,187,145.33333333333334
NI,328,40.0
BD,117,188.3548387096774
CO,192,145.25
JP,742,60.0
MK,13,1094.2207792207791
HN,37,1510.8217821782177
IE,144,824.0
KR,521,65.66666666666667
BR,181,488.7
GH,7,15122.951972555746
KH,43,6.0
ES,124,739.5813953488372
GE,278,751.0
BF,97,261.65625
LB,172,47.333333333333336
JP,1067,82.5
CR,78,268.3125
EG,168,105.0
PH,382,250.0
PE,111,1959.046511627907
RS,261,706.0
TT,104,284.0
SG,298,1.0
SA,117,259.7368421052632
US,1266,40.0
YT,191,86489.0
RU,90,801.2119205298013
BA,87,467.6666666666667
NA,123,3.0
MQ,181,211.0
DK,43,574.1111111111111
HK,7,567.0394736842105
JP,124,805.1025104602511
MN,47,194.0
IN,580,709.0
ME,97,278.0
AE,77,932.9814814814815
IT,102,1334.0434782608695
BJ,25,6622.559139784947
CA,172,637.2647058823529
ET,74,34.22222222222222
GB,288,213.6
AZ,215,1475.0
CL,445,0.0
US,165,741.5532484929672
UA,302,1585.0
TG,138,5.0
ZW,147,1517.0
UG,113,203.0
SM,13,326.0
AU,177,1997.8125
MU,157,240.0
BE,127,1097.2222222222222
CN,202,146.0
NE,83,46.57142857142857
LA,178,2.0
DO,3,2374.306711145997
KR,496,219.66666666666666
ID,154,452.7142857142857
NZ,201,490.0
MA,73,993.48
GT,131,100.0
CZ,30,604.4093567251462
FR,295,142.66666666666666
LU,102,885.0
BN,49,148.55555555555554
PR,165,205.16666666666666
YE,298,7.0
TH,236,651.0
PF,113,129.2
TW,118,602.7
SI,37,3921.222222222222
ZA,304,1814.0
RO,385,85.0
US,1803,59.0
JP,901,300.0
AF,83,60.2
BI,7,776.5
NI,43,4062.2608695652175
CO,419,405.0
GL,47,2.0
BD,278,95.0
LR,80,3.0
MY,229,197.5
BB,73,193.33333333333334
LY,30,5133.522491349481
KG,77,8094.9
AR,135,1826.6935483870968
EC,128,583.5555555555555
MM,49,7090.202127659574
CV,102,16.333333333333332
IN,445,163.0
AM,29,431.0943396226415
DE,292,122.2
PA,71,158.73333333333332
US,860,110.75
SN,19,3827.0114503816794
RE,166,315.5
SE,93,428.0
QA,188,1717.0
RU,313,843.3333333333334
VI,47,1691.6666666666667
SA,278,605.0
US,1425,55.0
SL,7,7021.230946882217
TR,84,279.77777777777777
TT,267,60.0
SG,73,458.6666666666667
PH,29,3105.583548887739
RS,102,485.0
PE,268,45.0
JP,1352,80.0
MD,107,1577.0
CR,301,536.0
KN,23,874.5
GN,59,42.44444444444444
GH,356,260.0
HU,151,652.5
ES,287,606.25
GE,117,50318.444444444445
KE,89,87.5
AU,555,34.0
KR,874,60.0
DJ,33,5794.2
AO,9,5192.462068965518
BR,470,70.0
KZ,195,1109.5
VE,87,2.8333333333333335
UA,77,1034.1549295774648
TJ,248,0.0
SK,49,2140.5890410958905
VN,25,818.6972343522561
US,454,1356.6888888888889
IT,261,738.4444444444445
GB,67,1319.2757475083056
FI,246,631.0
AW,165,180.0
NG,71,3906.1702127659573
CA,463,132.5
BG,107,544.2222222222222
CL,222,351.6
MH,19,470.3333333333333
BS,191,140.0
JP,287,482.30434782608694
GI,13,242.0
KI,33,2.5
NL,9,761.7569832402235
